Provincia,Localidad,Cantidad,Latitud,Longitud,direccion_completa
Provincia de Buenos Aires,ADOLFO GONZALES CHAVES,2,-38.0324320,-60.0994208,"Provincia de Buenos Aires, ADOLFO GONZALES CHAVES"
Provincia de Buenos Aires,bahia blanca,2,-38.7176522,-62.2654871,"Provincia de Buenos Aires, bahia blanca"
Córdoba,VILLA BUSTOS,2,-31.4380041,-64.1106661,"Córdoba, VILLA BUSTOS"
Provincia de Buenos Aires,ayacucho,2,-37.1527482,-58.4884187,"Provincia de Buenos Aires, ayacucho"
Chubut,Trelew,2,-43.2531242,-65.3094407,"Chubut, Trelew"
Chaco,MAKALLE,2,-27.2058189,-59.2871558,"Chaco, MAKALLE"
San Juan,pocito,2,-31.7380122,-68.5853093,"San Juan, pocito"
Río Negro,San Carlos de Bariloche,2,-41.1334781,-71.3101474,"Río Negro, San Carlos de Bariloche"
Santa Fe,VILLA GOBERNADOR GAL,2,,,"Santa Fe, VILLA GOBERNADOR GAL"
Santa Fe,HUMBOLDT,2,-31.4008645,-61.0820117,"Santa Fe, HUMBOLDT"
Entre Ríos,GENERAL GALARZA,2,-32.7204283,-59.3958622,"Entre Ríos, GENERAL GALARZA"
Santa Fe,BARRANQUITAS,2,-31.6268261,-60.7107321,"Santa Fe, BARRANQUITAS"
Mendoza,VILLA HIPODROMO,2,-32.9121534,-68.8573778,"Mendoza, VILLA HIPODROMO"
Córdoba,LAS VARAS,2,-31.8029732,-62.6163084,"Córdoba, LAS VARAS"
Córdoba,LAS TAPIAS,2,-31.9600776,-65.0941786,"Córdoba, LAS TAPIAS"
Santa Fe,VILLA AMELIA,2,-33.1759838,-60.6641381,"Santa Fe, VILLA AMELIA"
Córdoba,LAS RABONAS,2,-31.8630835,-64.9776291,"Córdoba, LAS RABONAS"
Neuquén,SAN PATRICIO DEL CHAÑAR,2,-38.6312548,-68.2971527,"Neuquén, SAN PATRICIO DEL CHAÑAR"
Provincia de Buenos Aires,Los Toldos,2,-35.0002026,-61.0384006,"Provincia de Buenos Aires, Los Toldos"
Mendoza,CHILECITO,2,-33.8914197,-69.0710840,"Mendoza, CHILECITO"
Entre Ríos,URUGUAY,2,-34.8820386,-56.1941354,"Entre Ríos, URUGUAY"
Río Negro,El Bolson,2,-41.9649027,-71.5348197,"Río Negro, El Bolson"
Córdoba,NOETINGER,2,-32.3658853,-62.3073864,"Córdoba, NOETINGER"
Provincia de Buenos Aires,MAXIMO PAZ,2,-34.9363621,-58.6205913,"Provincia de Buenos Aires, MAXIMO PAZ"
Misiones,PUERTO IGUAZU,2,-25.6107508,-54.5764199,"Misiones, PUERTO IGUAZU"
Entre Ríos,LARROQUE,2,-33.0339291,-58.9985770,"Entre Ríos, LARROQUE"
Provincia de Buenos Aires,SAN IDIDRO,2,,,"Provincia de Buenos Aires, SAN IDIDRO"
Santiago del Estero,FRIAS,2,-28.6377023,-65.1288391,"Santiago del Estero, FRIAS"
Córdoba,MORRISON,2,-32.5928994,-62.8334218,"Córdoba, MORRISON"
Misiones,GARUPA,2,-27.4837122,-55.8296552,"Misiones, GARUPA"
Río Negro,GENERAL FERNANDEZ ORO,2,-39.0458766,-67.8025558,"Río Negro, GENERAL FERNANDEZ ORO"
Entre Ríos,IBICUY,2,-33.0086012,-58.5030510,"Entre Ríos, IBICUY"
Neuquén,ANDACOLLO,2,-37.1797385,-70.6699869,"Neuquén, ANDACOLLO"
Río Negro,CINCO SALTOS,2,-38.8275693,-68.0661786,"Río Negro, CINCO SALTOS"
La Rioja,capital,2,-24.7976891,-65.4250665,"La Rioja, capital"
Chubut,EPUYEN,2,-42.2277712,-71.3645945,"Chubut, EPUYEN"
Río Negro,General Roca,2,-39.0268342,-67.5754674,"Río Negro, General Roca"
Neuquén,CONFLUENCIA,2,-38.9625705,-68.0313581,"Neuquén, CONFLUENCIA"
Chubut,EL MAITEN,2,-42.0503936,-71.1678959,"Chubut, EL MAITEN"
Río Negro,PADRE ALEJANDRO STEFENELLI,2,-39.0345090,-67.5387875,"Río Negro, PADRE ALEJANDRO STEFENELLI"
Santa Fe,ZAVALLA,2,-33.0185383,-60.8788584,"Santa Fe, ZAVALLA"
Chubut,PLAYA UNION,2,-43.3192795,-65.0466820,"Chubut, PLAYA UNION"
Santa Fe,FIGHIERA,2,-33.1937547,-60.4694760,"Santa Fe, FIGHIERA"
Entre Ríos,HASENKAMP,2,-31.5120876,-59.8353304,"Entre Ríos, HASENKAMP"
Mendoza,malargue,2,-35.4752134,-69.5859340,"Mendoza, malargue"
Mendoza,las heras,2,-32.8503256,-68.8406272,"Mendoza, las heras"
Provincia de Buenos Aires,BAHIA SAN BLAS,2,-40.5597134,-62.2346056,"Provincia de Buenos Aires, BAHIA SAN BLAS"
Provincia de Buenos Aires,Henderson,2,-36.3019540,-61.7139204,"Provincia de Buenos Aires, Henderson"
Provincia de Buenos Aires,BULOGNE SUR MER,2,-34.6428032,-58.6677581,"Provincia de Buenos Aires, BULOGNE SUR MER"
Córdoba,LA CARLOTA,2,37.6746159,-4.9325335,"Córdoba, LA CARLOTA"
Provincia de Buenos Aires,SOURIGUES,2,-34.8059023,-58.2131653,"Provincia de Buenos Aires, SOURIGUES"
Provincia de Buenos Aires,VIRREYES,2,-34.4597743,-58.5695710,"Provincia de Buenos Aires, VIRREYES"
Córdoba,JOVITA,2,-34.5188570,-63.9440228,"Córdoba, JOVITA"
Mendoza,RODEO DEL MEDIO,2,-32.9932465,-68.6859123,"Mendoza, RODEO DEL MEDIO"
Chaco,CORONEL DU GRATY,2,-27.6821132,-60.9045554,"Chaco, CORONEL DU GRATY"
La Pampa,INTENDENTE ALVEAR,2,-35.2340308,-63.5929581,"La Pampa, INTENDENTE ALVEAR"
Provincia de Buenos Aires,CABILDO,2,-38.4851522,-61.8937990,"Provincia de Buenos Aires, CABILDO"
Santa Fe,LAS TOSCAS,2,-28.3550102,-59.2593412,"Santa Fe, LAS TOSCAS"
Córdoba,INRRIVILLE,2,,,"Córdoba, INRRIVILLE"
Córdoba,INRIVILLE,2,-32.9455195,-62.2306859,"Córdoba, INRIVILLE"
Santa Cruz,El CAlafate,2,-50.3387375,-72.2737216,"Santa Cruz, El CAlafate"
Provincia de Buenos Aires,Berazategui,2,-34.7632677,-58.2116604,"Provincia de Buenos Aires, Berazategui"
Provincia de Buenos Aires,Benavidez,2,-34.4093110,-58.6845500,"Provincia de Buenos Aires, Benavidez"
Córdoba,SANTA MARIA DE PUNILLA,2,-31.2780311,-64.4643492,"Córdoba, SANTA MARIA DE PUNILLA"
Provincia de Buenos Aires,LAPRIDA,2,-37.5441995,-60.8010823,"Provincia de Buenos Aires, LAPRIDA"
Salta,Capital,2,-24.7892946,-65.4103194,"Salta, Capital"
Salta,CHICOANA,2,-25.1683955,-65.5735838,"Salta, CHICOANA"
Córdoba,JUSTINIANO POSSE,2,-32.8834890,-62.6797946,"Córdoba, JUSTINIANO POSSE"
Corrientes,EMPEDRADO,2,-27.9542622,-58.8089124,"Corrientes, EMPEDRADO"
Santa Fe,Cañada de Gomez,2,-32.8234448,-61.3905125,"Santa Fe, Cañada de Gomez"
Provincia de Buenos Aires,MORSE,2,-34.7600669,-60.8445036,"Provincia de Buenos Aires, MORSE"
Provincia de Buenos Aires,PAZ JOSE C,2,-34.5045475,-58.7800566,"Provincia de Buenos Aires, PAZ JOSE C"
Provincia de Buenos Aires,Pilar,2,-34.4570918,-58.9141609,"Provincia de Buenos Aires, Pilar"
Río Negro,VILLA MASCARDI,2,-41.3504752,-71.5106159,"Río Negro, VILLA MASCARDI"
Provincia de Buenos Aires,BASE NAVAL RIO SANTI,2,,,"Provincia de Buenos Aires, BASE NAVAL RIO SANTI"
Santa Cruz,COMANDANTE LUIS PIEDRABUENA,2,-49.9889436,-68.9134249,"Santa Cruz, COMANDANTE LUIS PIEDRABUENA"
Córdoba,POTRERO DE GARAY,2,-31.7941292,-64.5455486,"Córdoba, POTRERO DE GARAY"
Entre Ríos,VILLA ELISA,2,-32.1631324,-58.4004902,"Entre Ríos, VILLA ELISA"
Mendoza,USPALLATA,2,-32.5967996,-69.3384164,"Mendoza, USPALLATA"
Provincia de Buenos Aires,SIERRAS BAYAS,2,-36.9366533,-60.1561071,"Provincia de Buenos Aires, SIERRAS BAYAS"
Santa Fe,fighiera,1,-33.1937547,-60.4694760,"Santa Fe, fighiera"
Provincia de Buenos Aires,San Carlos de BOLIVAR,1,-36.2363640,-61.1069265,"Provincia de Buenos Aires, San Carlos de BOLIVAR"
Provincia de Buenos Aires,San Andres,1,-34.5598529,-58.5405297,"Provincia de Buenos Aires, San Andres"
Tucumán,Cevil Redondo,1,-26.8005954,-65.2615018,"Tucumán, Cevil Redondo"
Tucumán,LULES,1,-26.9222189,-65.3377612,"Tucumán, LULES"
Santiago del Estero,BARRIO ALBERDI,1,-28.3062032,-64.1856355,"Santiago del Estero, BARRIO ALBERDI"
Santiago del Estero,FERNANDEZ,1,-27.9254044,-63.8942988,"Santiago del Estero, FERNANDEZ"
Tucumán,LASTENIA,1,-26.8666670,-65.1500000,"Tucumán, LASTENIA"
Santa Fe,santa fe,1,35.6876096,-105.9384560,"Santa Fe, santa fe"
Provincia de Buenos Aires,Saenz Peña,1,-34.6031704,-58.5278853,"Provincia de Buenos Aires, Saenz Peña"
Tucumán,AGUILARES,1,-27.4314798,-65.6146633,"Tucumán, AGUILARES"
Santa Fe,Serodino,1,-32.6036519,-60.9474434,"Santa Fe, Serodino"
Santa Fe,Santa Fe,1,35.6876096,-105.9384560,"Santa Fe, Santa Fe"
Provincia de Buenos Aires,SAN BENITO,1,-35.6681495,-59.8865224,"Provincia de Buenos Aires, SAN BENITO"
Provincia de Buenos Aires,TORQUINST,1,-35.5893407,-57.9769956,"Provincia de Buenos Aires, TORQUINST"
Santa Fe,SASTRE,1,-31.7675113,-61.8288888,"Santa Fe, SASTRE"
Provincia de Buenos Aires,SAN NICOLAS DE LOS AROYOS,1,,,"Provincia de Buenos Aires, SAN NICOLAS DE LOS AROYOS"
Tucumán,ALDERETES,1,-26.8132129,-65.1411367,"Tucumán, ALDERETES"
Provincia de Buenos Aires,TESEI,1,-34.6207685,-58.6384320,"Provincia de Buenos Aires, TESEI"
Santa Fe,villa constitucion,1,-33.2272060,-60.3298225,"Santa Fe, villa constitucion"
Tierra del Fuego A. e I.A.S.,Isla Marambio sobre el Mar de Weddell,1,,,"Tierra del Fuego A. e I.A.S., Isla Marambio sobre el Mar de Weddell"
Tucumán,TAFI VIEJO,1,-26.7343146,-65.2592230,"Tucumán, TAFI VIEJO"
Provincia de Buenos Aires,SALDUNGARAY,1,-38.2049693,-61.7695802,"Provincia de Buenos Aires, SALDUNGARAY"
Tucumán,LEON ROUGES,1,-27.2196443,-65.5287478,"Tucumán, LEON ROUGES"
Santa Fe,WHEELWRIGHT,1,-33.7922704,-61.2107401,"Santa Fe, WHEELWRIGHT"
Santiago del Estero,villa ojo de agua,1,-29.5027741,-63.6950156,"Santiago del Estero, villa ojo de agua"
Tucumán,EL CORTE,1,-26.8087935,-65.3147125,"Tucumán, EL CORTE"
Tucumán,Los Pocitos,1,-26.7806550,-65.2173748,"Tucumán, Los Pocitos"
Provincia de Buenos Aires,SAN FRANCISCO DE ASIS,1,-34.8184335,-58.3466742,"Provincia de Buenos Aires, SAN FRANCISCO DE ASIS"
Tucumán,San Miguel,1,-26.7009254,-64.6691001,"Tucumán, San Miguel"
Tucumán,VILLA LA TRINIDAD,1,-33.5389858,-70.6823410,"Tucumán, VILLA LA TRINIDAD"
Tucumán,FAMAILLA,1,-27.0543640,-65.4020439,"Tucumán, FAMAILLA"
Santa Fe,TOSTADO,1,-29.2323991,-61.7710504,"Santa Fe, TOSTADO"
Provincia de Buenos Aires,SUAREZ JOSE LEON,1,-34.5344880,-58.5762177,"Provincia de Buenos Aires, SUAREZ JOSE LEON"
Provincia de Buenos Aires,SANTOS TESEI,1,,,"Provincia de Buenos Aires, SANTOS TESEI"
Santa Fe,TOTORAS,1,-32.5842697,-61.1667933,"Santa Fe, TOTORAS"
Provincia de Buenos Aires,SARNADI,1,,,"Provincia de Buenos Aires, SARNADI"
Provincia de Buenos Aires,Sourigues,1,-34.8059023,-58.2131653,"Provincia de Buenos Aires, Sourigues"
Santiago del Estero,MACO,1,-27.8587405,-64.2130823,"Santiago del Estero, MACO"
Santa Fe,VERA,1,-29.4577916,-60.2158054,"Santa Fe, VERA"
Provincia de Buenos Aires,SANTA TRINIDAD,1,-37.4884999,-61.9223473,"Provincia de Buenos Aires, SANTA TRINIDAD"
Santa Fe,VILLA GUILLERMINA,1,-28.2444887,-59.4516117,"Santa Fe, VILLA GUILLERMINA"
Provincia de Buenos Aires,STROEDER,1,-40.1858217,-62.6202814,"Provincia de Buenos Aires, STROEDER"
Tierra del Fuego A. e I.A.S.,ANTARTIDA ARGENTINA,1,-54.8255271,-68.3282413,"Tierra del Fuego A. e I.A.S., ANTARTIDA ARGENTINA"
Provincia de Buenos Aires,SAN MARTIN GENERAL,1,-34.5321805,-58.5004401,"Provincia de Buenos Aires, SAN MARTIN GENERAL"
Santa Fe,SOLEDAD,1,-30.6196133,-60.9144282,"Santa Fe, SOLEDAD"
Provincia de Buenos Aires,SANTA ROSA,1,-33.3613234,-60.1939631,"Provincia de Buenos Aires, SANTA ROSA"
Tucumán,VILLA CARMELA,1,-26.7697034,-65.2740084,"Tucumán, VILLA CARMELA"
Provincia de Buenos Aires,SALIQUELLO,1,,,"Provincia de Buenos Aires, SALIQUELLO"
Tucumán,JUAN BAUTISTA ALBERDI,1,-27.5855433,-65.6179460,"Tucumán, JUAN BAUTISTA ALBERDI"
Santa Fe,Timbues,1,-32.6718285,-60.7893090,"Santa Fe, Timbues"
Provincia de Buenos Aires,SANTA LUCIA,1,-34.4813848,-58.8789367,"Provincia de Buenos Aires, SANTA LUCIA"
Provincia de Buenos Aires,SANTA ELENA,1,-34.5668827,-59.1312048,"Provincia de Buenos Aires, SANTA ELENA"
Santa Fe,SOLDINI,1,-33.0242175,-60.7553007,"Santa Fe, SOLDINI"
Provincia de Buenos Aires,SAN BERNARDO DEL TUYU,1,-36.6865934,-56.6841459,"Provincia de Buenos Aires, SAN BERNARDO DEL TUYU"
Tucumán,MICROCENTRO,1,-34.6010955,-58.3761803,"Tucumán, MICROCENTRO"
Santa Fe,Villa Gobernador Galvez,1,-33.0250796,-60.6337440,"Santa Fe, Villa Gobernador Galvez"
Santa Fe,TEODELINA,1,-34.1895388,-61.5265613,"Santa Fe, TEODELINA"
Provincia de Buenos Aires,Vicente Lopez,1,-34.5244484,-58.5036282,"Provincia de Buenos Aires, Vicente Lopez"
Santa Fe,SANCTI SPIRITU,1,-34.0076455,-62.2414297,"Santa Fe, SANCTI SPIRITU"
San Juan,Chimbas,1,-31.4846789,-68.5093785,"San Juan, Chimbas"
Salta,VILLA SAN LORENZO,1,-22.5109495,-63.8169405,"Salta, VILLA SAN LORENZO"
Salta,Vaqueros,1,-24.6907536,-65.4096364,"Salta, Vaqueros"
San Juan,BARREAL,1,-31.6447415,-69.4721794,"San Juan, BARREAL"
Santa Fe,COLONIA CASTELAR,1,-31.5830177,-62.0681798,"Santa Fe, COLONIA CASTELAR"
San Juan,CAPITAN LAZO,1,-31.5662481,-68.5383075,"San Juan, CAPITAN LAZO"
San Juan,CAUCETE,1,-31.4270260,-67.6524147,"San Juan, CAUCETE"
San Juan,CAUSETE,1,,,"San Juan, CAUSETE"
San Juan,CHIMBAS,1,-31.4846789,-68.5093785,"San Juan, CHIMBAS"
San Juan,COLONIA ZAPATA,1,-31.5041924,-68.4862786,"San Juan, COLONIA ZAPATA"
San Juan,Jachal,1,-30.3101086,-68.4505942,"San Juan, Jachal"
San Juan,VILLA DEL CARMEN,1,-31.5553039,-68.5586750,"San Juan, VILLA DEL CARMEN"
San Juan,LAS CHIMBAS,1,-31.5174110,-68.5843272,"San Juan, LAS CHIMBAS"
San Juan,LAS FLORES,1,-30.3225665,-69.2043522,"San Juan, LAS FLORES"
Santa Fe,CLUCELLAS,1,-31.4526309,-61.7069280,"Santa Fe, CLUCELLAS"
San Juan,RAWSON,1,-31.6891689,-68.4639902,"San Juan, RAWSON"
Santa Fe,CHOVET,1,-33.5994727,-61.6065847,"Santa Fe, CHOVET"
Santa Fe,CHAÑAR LADEADO,1,-33.3260250,-62.0354768,"Santa Fe, CHAÑAR LADEADO"
San Juan,RODEO,1,-30.2101856,-69.1315839,"San Juan, RODEO"
San Juan,Rawson,1,-31.6891689,-68.4639902,"San Juan, Rawson"
San Juan,Rivadavia,1,-31.5465955,-68.6505443,"San Juan, Rivadavia"
Salta,SAN ANTONIO DE LOS COBRES,1,-24.2176750,-66.3178734,"Salta, SAN ANTONIO DE LOS COBRES"
Salta,SALVADOR MAZZA,1,-24.7359019,-65.3990849,"Salta, SALVADOR MAZZA"
Salta,ROSARIO DE LA FRONTERA,1,-25.7985752,-64.9739247,"Salta, ROSARIO DE LA FRONTERA"
Salta,LA SILLETA,1,-24.8782793,-65.5899205,"Salta, LA SILLETA"
Santa Fe,EMILIA,1,-31.0589655,-60.7450310,"Santa Fe, EMILIA"
Río Negro,El Foyel,1,-41.6534751,-71.4602494,"Río Negro, El Foyel"
Río Negro,Fernandez Oro,1,-39.0458766,-67.8025558,"Río Negro, Fernandez Oro"
Río Negro,GENERAL ENRIQUE GODO,1,,,"Río Negro, GENERAL ENRIQUE GODO"
Río Negro,GRAL ROCA,1,,,"Río Negro, GRAL ROCA"
Río Negro,INGENIERO JACOBACCI,1,-41.3294707,-69.5466253,"Río Negro, INGENIERO JACOBACCI"
Río Negro,LAMARQUE,1,-39.4236021,-65.6988610,"Río Negro, LAMARQUE"
Río Negro,LOS MENUCOS,1,-40.8428016,-68.0859299,"Río Negro, LOS MENUCOS"
Río Negro,PILCANIYEU,1,-41.1223885,-70.7220910,"Río Negro, PILCANIYEU"
Río Negro,Sa Grande,1,-22.8196864,-43.0209538,"Río Negro, Sa Grande"
Río Negro,VALCHETA,1,-40.6807371,-66.1627029,"Río Negro, VALCHETA"
Santa Fe,Cañada De Gomez,1,-32.8234448,-61.3905125,"Santa Fe, Cañada De Gomez"
Santa Fe,Casilda,1,-33.0443368,-61.1641779,"Santa Fe, Casilda"
Salta,BARRIO SANTA ANA,1,-24.8576840,-65.4696821,"Salta, BARRIO SANTA ANA"
Salta,CAMPAMENTO VESPUCIO,1,-22.5864937,-63.8589213,"Salta, CAMPAMENTO VESPUCIO"
Salta,EL CARRIL,1,-25.0732283,-65.4925752,"Salta, EL CARRIL"
Salta,EL QUEBRACHAL,1,-25.3324035,-64.0176055,"Salta, EL QUEBRACHAL"
Salta,General Güemes,1,-24.8076741,-64.9167382,"Salta, General Güemes"
Salta,LA MERCED,1,-24.9666704,-65.4889976,"Salta, LA MERCED"
San Juan,SANTA  LUCIA,1,-31.5379349,-68.4620112,"San Juan, SANTA  LUCIA"
San Juan,barrio altos del natania,1,,,"San Juan, barrio altos del natania"
Río Negro,DIMA HUAPI,1,,,"Río Negro, DIMA HUAPI"
Santa Fe,AVELLANEDA,1,-29.1175471,-59.6586236,"Santa Fe, AVELLANEDA"
San Luis,TILISARAO,1,-32.7312315,-65.2914654,"San Luis, TILISARAO"
San Luis,VILLA DEL CARMEN,1,-32.9399503,-65.0389150,"San Luis, VILLA DEL CARMEN"
San Luis,VILLA LARCA,1,-32.6204304,-64.9787806,"San Luis, VILLA LARCA"
San Luis,VILLA REYNOLDS,1,-33.7203285,-65.3846577,"San Luis, VILLA REYNOLDS"
San Luis,Villa de Merlo,1,-32.3425580,-65.0136903,"San Luis, Villa de Merlo"
San Luis,Vlla Reynolds,1,,,"San Luis, Vlla Reynolds"
Santa Cruz,AGUADA ALEGRE,1,,,"Santa Cruz, AGUADA ALEGRE"
Santa Cruz,CABO DE LAS VIRGENES,1,,,"Santa Cruz, CABO DE LAS VIRGENES"
Santa Fe,Armsrtrong,1,,,"Santa Fe, Armsrtrong"
Santa Fe,ATALIVA,1,-30.9961780,-61.4318393,"Santa Fe, ATALIVA"
Santa Fe,CENTENO,1,-32.2959681,-61.4080671,"Santa Fe, CENTENO"
Santa Cruz,Gobernador Gregores,1,-48.7508681,-70.2485805,"Santa Cruz, Gobernador Gregores"
Santa Cruz,LAGO POSADAS,1,-47.5656183,-71.7426714,"Santa Cruz, LAGO POSADAS"
Santa Cruz,MORENO PERITO,1,-46.6006192,-70.9394713,"Santa Cruz, MORENO PERITO"
Santa Fe,ARTEAGA,1,-33.0899170,-61.7922017,"Santa Fe, ARTEAGA"
Santa Fe,ARROYO LEYES,1,-31.5586336,-60.5205283,"Santa Fe, ARROYO LEYES"
Santa Cruz,RIO TURBIO,1,-51.5369364,-72.3360417,"Santa Cruz, RIO TURBIO"
Santa Cruz,Rio gallegos,1,-51.6268852,-69.1058040,"Santa Cruz, Rio gallegos"
Santa Cruz,TRES CERROS,1,-48.1432248,-67.6520968,"Santa Cruz, TRES CERROS"
Santa Cruz,rio gallegos,1,-51.6268852,-69.1058040,"Santa Cruz, rio gallegos"
San Luis,SAN PABLO,1,-7.1572916,-78.8679074,"San Luis, SAN PABLO"
San Luis,SAN FRANCISCO DEL MONTE DE ORO,1,-32.6002472,-66.1271253,"San Luis, SAN FRANCISCO DEL MONTE DE ORO"
Santa Fe,BERNARDO DE IRIGOYEN,1,-32.1679854,-61.1574104,"Santa Fe, BERNARDO DE IRIGOYEN"
San Luis,NOGOLI,1,-32.9185454,-66.3247577,"San Luis, NOGOLI"
San Juan,caucete,1,-31.4270260,-67.6524147,"San Juan, caucete"
Santa Fe,CAÑADA DEL UCLE,1,-33.4095079,-61.6056793,"Santa Fe, CAÑADA DEL UCLE"
San Juan,madia agua,1,,,"San Juan, madia agua"
San Juan,rivadavis,1,,,"San Juan, rivadavis"
San Juan,rodeo,1,-30.2101856,-69.1315839,"San Juan, rodeo"
San Juan,ullun,1,,,"San Juan, ullun"
San Juan,zonda,1,-31.5754410,-68.9277926,"San Juan, zonda"
San Luis,BELGRANO,1,-32.7712707,-66.7051709,"San Luis, BELGRANO"
San Luis,CERRO DE ORO,1,-32.3775541,-64.9861801,"San Luis, CERRO DE ORO"
Santa Fe,CARMEN,1,-33.7300279,-61.7622399,"Santa Fe, CARMEN"
San Luis,Carpinteria,1,-32.4101462,-65.0099515,"San Luis, Carpinteria"
San Luis,Carpintria,1,,,"San Luis, Carpintria"
San Luis,EL VOLCAN,1,-33.2530326,-66.1751187,"San Luis, EL VOLCAN"
San Luis,FRAGA ZONA RURAL,1,,,"San Luis, FRAGA ZONA RURAL"
San Luis,Juana Koslay,1,-33.2784552,-66.2438437,"San Luis, Juana Koslay"
San Luis,LUJAN,1,-32.3645319,-65.9330307,"San Luis, LUJAN"
San Luis,La Punta,1,-33.1836028,-66.3126953,"San Luis, La Punta"
San Luis,Los Molles,1,-32.4388986,-65.0097867,"San Luis, Los Molles"
Santa Fe,BIGAND,1,-33.3739862,-61.1845121,"Santa Fe, BIGAND"
Río Negro,EL CUY,1,-39.9266492,-68.3452313,"Río Negro, EL CUY"
Río Negro,Cipolletti,1,-39.0458766,-67.8025558,"Río Negro, Cipolletti"
Santa Fe,SAN VICENTE,1,-31.6990379,-61.5675521,"Santa Fe, SAN VICENTE"
Provincia de Buenos Aires,VILLA LYNCH,1,-34.5911959,-58.5315761,"Provincia de Buenos Aires, VILLA LYNCH"
Provincia de Buenos Aires,VILLA GENERAL SAVIO,1,-33.4350116,-60.1459721,"Provincia de Buenos Aires, VILLA GENERAL SAVIO"
Provincia de Buenos Aires,VILLA GODOY CRUZ,1,-34.5441318,-58.5775186,"Provincia de Buenos Aires, VILLA GODOY CRUZ"
Provincia de Buenos Aires,VILLA GRANADEROS DE SAN MARTIN,1,-34.5522029,-58.5275837,"Provincia de Buenos Aires, VILLA GRANADEROS DE SAN MARTIN"
Santa Fe,PUEBLO ALCORTA,1,,,"Santa Fe, PUEBLO ALCORTA"
Provincia de Buenos Aires,VILLA GREGORIA MATORRAS,1,-34.5386889,-58.5500446,"Provincia de Buenos Aires, VILLA GREGORIA MATORRAS"
Santa Fe,PAVON ARRIBA,1,-33.3116666,-60.8242434,"Santa Fe, PAVON ARRIBA"
Santa Fe,Montes de Oca,1,-32.5662610,-61.7683388,"Santa Fe, Montes de Oca"
Santa Fe,MURPHY,1,-33.6423626,-61.8584359,"Santa Fe, MURPHY"
Provincia de Buenos Aires,VILLA LINCH,1,-34.6935956,-58.4439093,"Provincia de Buenos Aires, VILLA LINCH"
Santa Fe,MARIA SUSANA,1,-32.2669443,-61.9060762,"Santa Fe, MARIA SUSANA"
Provincia de Buenos Aires,VILLA VENTANA,1,-38.0785715,-61.9281153,"Provincia de Buenos Aires, VILLA VENTANA"
Provincia de Buenos Aires,VILLA MARTELI,1,-34.5580484,-58.5187519,"Provincia de Buenos Aires, VILLA MARTELI"
Santa Fe,Las Parejas,1,-32.6818723,-61.5206966,"Santa Fe, Las Parejas"
Santa Fe,LUIS PALACIOS,1,-32.7797654,-60.9072160,"Santa Fe, LUIS PALACIOS"
Santa Fe,LOPEZ,1,-31.9037969,-61.2770597,"Santa Fe, LOPEZ"
Provincia de Buenos Aires,VILLA SAN ANDRES,1,-34.5634700,-58.5407268,"Provincia de Buenos Aires, VILLA SAN ANDRES"
Santa Fe,LLAMBI CAMPBELL,1,-31.1842135,-60.7476870,"Santa Fe, LLAMBI CAMPBELL"
Provincia de Buenos Aires,VILLA SANTA ROSA,1,-34.8372928,-58.2915426,"Provincia de Buenos Aires, VILLA SANTA ROSA"
Provincia de Buenos Aires,VILLA TESEI,1,-34.6207685,-58.6384320,"Provincia de Buenos Aires, VILLA TESEI"
Provincia de Buenos Aires,VILLA TESSEI,1,-34.6142945,-58.6343725,"Provincia de Buenos Aires, VILLA TESSEI"
Santa Fe,PUEBLO AREQUITO,1,,,"Santa Fe, PUEBLO AREQUITO"
Provincia de Buenos Aires,VILLA ELVIRA,1,-34.9295618,-57.9188553,"Provincia de Buenos Aires, VILLA ELVIRA"
Santa Fe,PUERTO GABOTO,1,-32.4325766,-60.8177267,"Santa Fe, PUERTO GABOTO"
Santa Fe,Perez,1,-32.9982237,-60.7708529,"Santa Fe, Perez"
Provincia de Buenos Aires,TRES ALGARROBOS,1,-35.1958720,-62.7741597,"Provincia de Buenos Aires, TRES ALGARROBOS"
Provincia de Buenos Aires,TRES DE FEBRERO,1,-38.7370988,-62.2215092,"Provincia de Buenos Aires, TRES DE FEBRERO"
Santa Fe,SAN JOSE DEL RINCON,1,-31.6064264,-60.5674713,"Santa Fe, SAN JOSE DEL RINCON"
Santa Fe,SAN JOSE DE LA ESQUINA,1,-33.1122156,-61.7026628,"Santa Fe, SAN JOSE DE LA ESQUINA"
Provincia de Buenos Aires,Temperley,1,-34.7758816,-58.3971199,"Provincia de Buenos Aires, Temperley"
Provincia de Buenos Aires,Tolosa,1,-34.8983953,-57.9714229,"Provincia de Buenos Aires, Tolosa"
Provincia de Buenos Aires,Tres de Febrero,1,-38.7370988,-62.2215092,"Provincia de Buenos Aires, Tres de Febrero"
Santa Fe,SAN JERONIMO SUD,1,-32.8788862,-61.0230257,"Santa Fe, SAN JERONIMO SUD"
Provincia de Buenos Aires,UNIDAD TURISTICA CHAPADMALAL,1,-38.2093883,-57.6975754,"Provincia de Buenos Aires, UNIDAD TURISTICA CHAPADMALAL"
Provincia de Buenos Aires,Uribelarrea,1,-35.1238961,-58.8921126,"Provincia de Buenos Aires, Uribelarrea"
Provincia de Buenos Aires,VALENTI ALSINA,1,,,"Provincia de Buenos Aires, VALENTI ALSINA"
Santa Fe,SAN GERONIMO,1,-31.6648349,-60.7275160,"Santa Fe, SAN GERONIMO"
